,id,dtm,value,corriente_1,voltaje,corriente_2,corriente_3,potencia_1,potencia_2,potencia_3,FP_1,FP_2,FP_3,frecuencia,building_id,sensor_id
2052,2161551,2023-08-30 08:33:15,0.42,232.91,214.11,296.39,296.76,28.73,36.35,36.39,1.0,1.0,0.99,60.04,65,82
2053,2161555,2023-08-30 08:33:30,0.42,241.38,214.11,296.6,303.93,29.72,36.37,37.34,0.99,1.0,0.99,60.05,65,82
2054,2161559,2023-08-30 08:33:45,0.43,241.69,214.04,296.14,304.78,29.74,36.31,37.43,0.99,1.0,0.99,60.01,65,82
2055,2161561,2023-08-30 08:34:00,0.38,199.98,214.27,259.46,268.79,24.71,31.54,33.28,1.0,1.01,1.0,60.0,65,82
2056,2161566,2023-08-30 08:34:15,0.37,200.0,214.18,259.29,268.04,24.7,31.52,33.17,1.0,1.01,1.0,59.96,65,82
2057,2161571,2023-08-30 08:34:30,0.37,201.67,214.1,259.28,268.22,24.9,31.49,33.2,1.0,1.01,1.0,60.0,65,82
2058,2161575,2023-08-30 08:34:45,0.35,181.72,214.35,238.45,242.11,22.37,28.66,30.07,1.01,1.02,1.0,59.98,65,82
2059,2161577,2023-08-30 08:35:00,0.34,178.01,214.27,231.12,235.44,21.9,27.82,29.25,1.01,1.02,1.0,59.97,65,82
2060,2161582,2023-08-30 08:35:15,0.33,180.49,214.39,231.2,236.0,22.24,27.84,29.33,1.01,1.02,1.0,60.01,65,82
2061,2161587,2023-08-30 08:35:30,0.33,180.08,214.39,230.9,236.35,22.2,27.81,29.37,1.0,1.02,1.0,59.97,65,82
2062,2161591,2023-08-30 08:35:45,0.33,179.99,214.38,231.21,237.3,22.19,27.83,29.49,1.01,1.02,1.0,60.02,65,82
2063,2161595,2023-08-30 08:36:00,0.33,180.02,214.37,233.96,236.36,22.19,28.27,29.38,1.0,1.02,1.0,59.98,65,82
2064,2161597,2023-08-30 08:36:15,0.33,176.63,213.73,233.42,236.88,21.74,28.06,29.34,1.0,1.02,1.0,59.96,65,82
2065,2161602,2023-08-30 08:36:30,0.33,195.13,213.03,250.41,255.77,23.87,30.01,31.51,1.01,1.02,1.0,59.96,65,82
2066,2161606,2023-08-30 08:36:45,0.34,181.82,212.97,235.29,241.05,22.28,28.24,29.75,1.0,1.02,1.0,59.98,65,82
2067,2161609,2023-08-30 08:37:00,0.33,181.72,213.08,234.99,240.71,22.28,28.2,29.73,1.0,1.02,1.0,60.05,65,82
2068,2161613,2023-08-30 08:37:15,0.33,181.84,212.87,235.65,240.58,22.25,28.26,29.7,1.0,1.02,1.0,60.04,65,82
2069,2161618,2023-08-30 08:37:30,0.33,181.2,213.35,235.32,239.92,22.21,28.3,29.69,1.0,1.02,1.0,60.01,65,82
2070,2161623,2023-08-30 08:37:45,0.34,198.37,212.74,249.76,258.4,24.26,29.9,31.81,1.0,1.02,1.0,59.97,65,82
2071,2161625,2023-08-30 08:38:00,0.34,181.78,213.52,240.86,246.4,22.32,28.96,30.48,1.0,1.02,1.0,60.01,65,82
2072,2161631,2023-08-30 08:38:15,0.34,179.73,212.64,241.92,247.57,21.96,28.92,30.52,1.01,1.02,1.0,59.97,65,82
2073,2161635,2023-08-30 08:38:30,0.34,179.87,213.25,241.52,247.18,22.03,28.99,30.56,1.01,1.02,1.0,60.02,65,82
2074,2161639,2023-08-30 08:38:45,0.34,182.07,212.94,242.17,247.29,22.27,29.02,30.51,1.01,1.02,1.0,60.04,65,82
2075,2161641,2023-08-30 08:39:00,0.34,182.41,212.65,242.11,247.6,22.29,28.94,30.52,1.01,1.02,1.0,60.04,65,82
2076,2161645,2023-08-30 08:39:15,0.34,182.8,212.95,241.58,246.47,22.38,29.0,30.38,1.0,1.02,1.0,60.0,65,82
2077,2161651,2023-08-30 08:39:30,0.34,181.72,213.31,241.45,247.2,22.29,28.96,30.57,1.0,1.02,1.0,60.0,65,82
2078,2161655,2023-08-30 08:39:45,0.34,175.82,213.23,241.07,236.98,21.46,28.96,29.27,1.01,1.02,1.0,59.95,65,82
2079,2161657,2023-08-30 08:40:00,0.33,172.74,213.36,238.31,235.65,21.1,28.49,29.13,1.01,1.02,1.0,59.98,65,82
2080,2161662,2023-08-30 08:40:15,0.36,211.58,213.55,255.04,252.34,26.05,31.16,31.16,1.0,1.0,1.0,60.01,65,82
2081,2161665,2023-08-30 08:40:30,0.37,207.8,213.2,247.33,246.18,25.55,30.17,30.38,1.0,1.0,1.0,59.94,65,82
2082,2161671,2023-08-30 08:40:45,0.36,209.25,213.0,248.86,246.2,25.67,30.33,30.38,1.0,1.0,1.0,60.0,65,82
2083,2161674,2023-08-30 08:41:00,0.36,210.07,213.75,247.32,245.26,25.89,30.27,30.33,1.0,1.0,1.0,60.04,65,82
2084,2161679,2023-08-30 08:41:15,0.35,208.93,213.42,239.82,239.07,25.73,29.3,29.53,1.0,1.0,1.0,59.96,65,82
2085,2161681,2023-08-30 08:41:30,0.35,212.61,213.19,240.64,239.56,26.15,29.36,29.58,1.0,1.0,1.0,60.0,65,82
2086,2161686,2023-08-30 08:41:45,0.35,212.41,212.66,240.61,239.77,26.06,29.27,29.53,1.0,1.0,1.0,59.99,65,82
2087,2161689,2023-08-30 08:42:00,0.35,209.92,213.4,239.45,239.31,25.84,29.23,29.59,1.0,1.0,1.0,59.99,65,82
2088,2161693,2023-08-30 08:42:15,0.35,209.49,213.24,239.65,239.16,25.76,29.24,29.55,1.0,1.0,1.0,60.0,65,82
2089,2161697,2023-08-30 08:42:30,0.35,211.31,213.45,238.92,239.44,26.02,29.17,29.6,1.0,1.0,1.0,60.0,65,82
2090,2161701,2023-08-30 08:42:45,0.35,213.29,213.23,239.45,242.85,26.22,29.2,30.03,1.0,1.0,1.0,59.98,65,82
2091,2161706,2023-08-30 08:43:00,0.35,208.53,212.99,321.16,275.18,25.67,38.63,31.38,1.0,0.99,0.92,60.0,65,82
2092,2161709,2023-08-30 08:43:15,0.37,207.67,212.9,256.33,262.09,25.49,31.17,32.28,1.0,1.0,1.0,59.99,65,82
2093,2161713,2023-08-30 08:43:30,0.37,207.86,213.68,253.78,260.08,25.63,30.99,32.13,1.0,1.0,1.0,59.99,65,82
2094,2161718,2023-08-30 08:43:45,0.37,209.18,212.9,254.33,261.94,25.7,30.96,32.22,1.0,1.0,1.0,60.0,65,82
2095,2161723,2023-08-30 08:44:00,0.37,210.78,212.7,253.88,261.23,25.86,30.86,32.13,1.0,1.0,1.0,59.97,65,82
2096,2161726,2023-08-30 08:44:15,0.34,170.8,212.82,226.57,234.35,20.86,26.95,28.91,1.01,1.03,1.0,59.99,65,82
2097,2161729,2023-08-30 08:44:30,0.32,170.12,213.11,225.74,233.63,20.81,26.88,28.87,1.01,1.03,1.0,59.98,65,82
2098,2161732,2023-08-30 08:44:45,0.33,187.48,213.06,247.4,259.48,23.03,29.86,31.98,1.0,1.01,1.0,59.99,65,82
2099,2161735,2023-08-30 08:45:00,0.35,187.71,212.62,247.07,258.49,23.01,29.75,31.81,1.0,1.01,1.0,60.0,65,82
2100,2161738,2023-08-30 08:45:15,0.35,184.91,212.76,243.97,259.28,22.69,29.34,31.92,1.0,1.02,1.0,60.01,65,82
2101,2161741,2023-08-30 08:45:30,0.35,187.65,212.7,243.68,259.24,23.01,29.31,31.91,1.0,1.02,1.0,60.0,65,82
2102,2161746,2023-08-30 08:45:45,0.35,187.0,212.83,243.68,259.06,22.95,29.32,31.91,1.0,1.02,1.0,59.99,65,82
2103,2161749,2023-08-30 08:46:00,0.35,186.84,212.83,244.08,258.87,22.92,29.39,31.88,1.0,1.02,1.0,60.0,65,82
2104,2161754,2023-08-30 08:46:15,0.35,184.35,213.13,243.25,258.59,22.65,29.31,31.89,1.0,1.02,1.0,60.03,65,82
2105,2161758,2023-08-30 08:46:30,0.34,177.22,213.2,242.36,252.03,21.79,29.22,31.04,1.0,1.02,1.0,59.99,65,82
2106,2161761,2023-08-30 08:46:45,0.34,180.0,212.84,243.02,251.89,22.08,29.27,30.97,1.0,1.02,1.0,60.0,65,82
2107,2161766,2023-08-30 08:47:00,0.34,180.17,212.93,230.64,242.3,22.12,27.81,29.85,1.0,1.01,1.0,60.03,65,82
2108,2161769,2023-08-30 08:47:15,0.32,176.93,213.02,217.82,230.09,21.72,26.34,28.4,1.0,1.01,1.0,60.03,65,82
2109,2161774,2023-08-30 08:47:30,0.32,177.3,212.88,217.95,229.7,21.74,26.35,28.34,1.0,1.01,1.0,59.98,65,82
2110,2161778,2023-08-30 08:47:45,0.32,177.58,213.1,217.3,229.95,21.81,26.29,28.39,1.0,1.01,1.0,60.04,65,82
2111,2161781,2023-08-30 08:48:00,0.32,183.77,213.02,217.55,230.17,22.53,26.32,28.42,1.0,1.01,1.0,60.02,65,82
2112,2161786,2023-08-30 08:48:15,0.32,182.46,214.03,220.43,230.02,22.51,26.82,28.54,1.0,1.01,1.0,60.03,65,82
2113,2161790,2023-08-30 08:48:30,0.31,182.31,214.0,201.28,213.12,22.48,24.55,26.42,1.0,1.01,1.0,60.03,65,82
2114,2161793,2023-08-30 08:48:45,0.3,178.56,214.11,198.32,210.25,21.99,24.17,26.05,1.0,1.01,1.0,60.0,65,82
2115,2161798,2023-08-30 08:49:00,0.27,162.24,214.13,179.22,189.33,19.89,21.66,23.33,1.01,1.02,1.01,59.95,65,82
2116,2161801,2023-08-30 08:49:15,0.27,162.51,214.05,179.63,192.7,19.91,21.69,23.73,1.01,1.02,1.01,60.04,65,82
2117,2161807,2023-08-30 08:49:30,0.27,162.61,214.09,179.77,192.72,19.93,21.73,23.74,1.01,1.02,1.01,59.96,65,82
2118,2161811,2023-08-30 08:49:45,0.27,160.46,213.79,179.25,192.56,19.62,21.6,23.68,1.01,1.02,1.01,59.99,65,82
2119,2161813,2023-08-30 08:50:00,0.27,160.72,212.82,180.42,192.51,19.53,21.66,23.58,1.01,1.02,1.01,59.99,65,82
2120,2161817,2023-08-30 08:50:15,0.27,154.25,213.03,188.06,183.74,18.45,22.55,22.57,1.03,1.02,1.01,59.99,65,82
2121,2161822,2023-08-30 08:50:30,0.28,191.14,213.06,224.46,215.58,23.4,27.36,26.63,1.01,1.0,1.0,60.02,65,82
2122,2161826,2023-08-30 08:50:45,0.32,193.57,212.76,223.88,216.23,23.71,27.23,26.67,1.0,1.0,1.0,60.0,65,82
2123,2161830,2023-08-30 08:51:00,0.33,199.58,211.86,229.08,215.95,24.3,27.76,26.55,1.0,1.0,1.0,60.05,65,82
2124,2161834,2023-08-30 08:51:15,0.33,202.3,212.28,228.25,217.71,24.72,27.73,26.78,1.0,1.0,1.0,59.99,65,82
2125,2161839,2023-08-30 08:51:30,0.35,205.7,211.64,249.99,238.49,25.06,30.24,29.24,1.0,1.0,1.0,59.99,65,82
2126,2161842,2023-08-30 08:51:45,0.35,203.87,212.69,247.76,236.53,24.94,30.12,29.16,1.0,1.0,1.0,60.04,65,82
2127,2161847,2023-08-30 08:52:00,0.36,211.27,211.92,247.39,245.35,25.81,29.96,30.15,1.0,1.0,1.0,59.98,65,82
2128,2161849,2023-08-30 08:52:15,0.36,209.42,211.88,247.4,244.99,25.58,29.95,30.09,1.0,1.0,1.0,60.01,65,82
2129,2161853,2023-08-30 08:52:30,0.36,207.81,212.6,247.65,244.37,25.43,30.09,30.14,1.0,1.0,1.0,59.99,65,82
2130,2161857,2023-08-30 08:52:45,0.36,208.77,212.12,246.55,246.31,25.56,29.83,30.3,1.0,1.0,1.0,60.02,65,82
2131,2161862,2023-08-30 08:53:00,0.36,212.06,213.01,247.42,245.06,26.01,30.11,30.28,1.0,1.0,1.0,59.97,65,82
2132,2161866,2023-08-30 08:53:15,0.36,210.6,212.54,247.72,244.91,25.8,30.07,30.19,1.0,1.0,1.0,59.98,65,82
2133,2161871,2023-08-30 08:53:30,0.38,211.34,212.38,262.8,255.46,25.85,31.9,31.4,1.0,1.0,1.0,59.97,65,82
2134,2161874,2023-08-30 08:53:45,0.38,212.44,212.55,260.51,254.11,26.03,31.65,31.25,1.0,1.0,1.0,60.01,65,82
2135,2161877,2023-08-30 08:54:00,0.37,211.02,212.42,259.98,253.94,25.84,31.55,31.22,1.0,1.0,1.0,59.98,65,82
2136,2161883,2023-08-30 08:54:15,0.33,168.53,212.59,223.48,215.67,20.35,26.69,26.56,1.02,1.02,1.0,59.99,65,82
2137,2161885,2023-08-30 08:54:30,0.31,168.14,212.96,222.28,215.46,20.35,26.56,26.58,1.02,1.02,1.0,60.02,65,82
2138,2161889,2023-08-30 08:54:45,0.32,168.44,212.96,223.29,215.45,20.35,26.7,26.6,1.02,1.02,1.0,60.01,65,82
2139,2161894,2023-08-30 08:55:00,0.31,169.74,212.81,222.49,215.59,20.56,26.59,26.6,1.02,1.02,1.0,59.99,65,82
2140,2161898,2023-08-30 08:55:15,0.31,170.06,212.4,222.77,215.19,20.55,26.56,26.5,1.02,1.02,1.0,60.01,65,82
2141,2161903,2023-08-30 08:55:30,0.3,168.25,211.95,222.96,215.26,20.23,26.54,26.44,1.02,1.02,1.0,59.95,65,82
2142,2161905,2023-08-30 08:55:45,0.29,168.8,212.56,202.57,201.5,20.42,24.29,24.75,1.02,1.02,1.0,60.0,65,82
2143,2161909,2023-08-30 08:56:00,0.29,168.87,212.4,202.87,201.22,20.41,24.3,24.7,1.02,1.02,1.0,60.01,65,82
2144,2161914,2023-08-30 08:56:15,0.29,171.15,212.77,202.54,202.01,20.77,24.3,24.84,1.01,1.02,1.0,59.99,65,82
2145,2161918,2023-08-30 08:56:30,0.3,171.82,212.04,210.26,208.44,20.77,25.1,25.58,1.01,1.02,1.0,59.96,65,82
2146,2161921,2023-08-30 08:56:45,0.3,169.95,212.48,210.15,209.33,20.56,25.1,25.73,1.02,1.02,1.0,60.03,65,82
2147,2161925,2023-08-30 08:57:00,0.3,177.1,212.22,210.64,225.71,21.52,25.2,27.67,0.99,1.02,1.0,59.96,65,82
2148,2161929,2023-08-30 08:57:15,0.31,200.42,212.19,210.95,228.4,24.5,25.24,28.02,1.0,1.02,1.0,59.99,65,82
2149,2161933,2023-08-30 08:57:30,0.31,187.93,212.16,211.03,227.12,22.93,25.24,27.83,1.0,1.02,1.0,60.02,65,82
2150,2161937,2023-08-30 08:57:45,0.32,183.13,212.14,211.18,227.02,22.34,25.23,27.84,1.0,1.02,1.0,60.0,65,82
2151,2161942,2023-08-30 08:58:00,0.31,182.57,212.03,211.1,226.12,22.27,25.2,27.71,1.0,1.02,1.0,60.01,65,82
2152,2161945,2023-08-30 08:58:15,0.31,182.27,212.86,210.82,226.5,22.33,25.28,27.86,1.0,1.02,1.0,60.01,65,82
2153,2161951,2023-08-30 08:58:30,0.32,182.68,212.96,232.82,243.28,22.38,27.81,30.01,1.0,1.02,1.0,60.02,65,82
2154,2161953,2023-08-30 08:58:45,0.33,182.77,213.04,232.75,244.43,22.4,27.82,30.17,1.0,1.02,1.0,60.03,65,82
2155,2161959,2023-08-30 08:59:00,0.33,171.1,212.92,227.68,235.18,20.9,27.12,29.01,1.01,1.03,1.0,59.96,65,82
2156,2161962,2023-08-30 08:59:15,0.33,188.52,212.64,246.28,255.7,22.78,29.46,31.22,1.02,1.02,0.99,60.03,65,82
2157,2161965,2023-08-30 08:59:30,0.35,189.71,212.75,246.59,258.7,23.28,29.7,31.86,1.0,1.01,1.0,60.02,65,82
2158,2161970,2023-08-30 08:59:45,0.35,193.34,212.78,249.41,260.59,23.73,30.06,32.09,1.0,1.01,1.0,60.03,65,82
2159,2161975,2023-08-30 09:00:00,0.35,193.38,212.48,241.63,254.94,23.73,29.08,31.36,1.0,1.01,1.0,60.04,65,82
2160,2161979,2023-08-30 09:00:15,0.35,193.14,211.57,243.44,255.67,23.58,29.19,31.33,1.0,1.01,1.0,59.98,65,82
2161,2161982,2023-08-30 09:00:30,0.35,193.26,211.0,244.12,255.75,23.53,29.19,31.26,1.0,1.01,1.0,59.95,65,82
2162,2161985,2023-08-30 09:00:45,0.36,242.39,211.09,283.78,292.24,29.44,34.3,35.52,1.0,1.0,0.99,60.04,65,82
2163,2161991,2023-08-30 09:01:00,0.42,230.33,211.19,296.55,299.65,28.02,35.85,36.23,1.0,1.0,0.99,60.04,65,82
2164,2161993,2023-08-30 09:01:15,0.42,231.48,211.54,295.52,299.51,28.21,35.8,36.27,1.0,1.0,0.99,60.01,65,82
2165,2161999,2023-08-30 09:01:30,0.41,230.94,211.25,277.44,283.32,28.1,33.55,34.44,1.0,1.0,0.99,60.03,65,82
2166,2162003,2023-08-30 09:01:45,0.4,230.72,211.56,276.28,282.78,28.12,33.46,34.43,1.0,1.0,0.99,60.04,65,82
2167,2162006,2023-08-30 09:02:00,0.41,239.58,211.33,280.8,286.05,29.17,33.96,34.82,1.0,1.0,0.99,60.03,65,82
2168,2162009,2023-08-30 09:02:15,0.41,240.48,210.49,283.49,284.14,29.17,34.15,34.43,1.0,1.0,0.99,59.99,65,82
2169,2162015,2023-08-30 09:02:30,0.41,238.4,211.56,285.95,282.78,29.06,34.63,34.44,1.0,1.0,0.99,60.02,65,82
2170,2162017,2023-08-30 09:02:45,0.41,236.03,211.34,285.83,282.98,28.75,34.58,34.42,1.0,1.0,0.99,59.97,65,82
2171,2162023,2023-08-30 09:03:00,0.41,256.6,211.64,292.27,289.78,31.25,35.44,35.27,1.0,1.0,0.99,60.06,65,82
2172,2162026,2023-08-30 09:03:15,0.4,220.91,211.58,269.65,276.44,26.98,32.63,33.82,1.0,1.0,1.0,60.03,65,82
2173,2162030,2023-08-30 09:03:30,0.39,223.1,211.6,272.94,267.93,27.25,33.05,32.79,1.0,1.0,1.0,60.01,65,82
2174,2162033,2023-08-30 09:03:45,0.39,223.45,211.68,273.04,273.0,27.3,33.07,33.43,1.0,1.0,1.0,60.03,65,82
2175,2162037,2023-08-30 09:04:00,0.39,219.2,211.59,271.74,265.17,26.77,32.89,32.43,1.0,1.0,1.0,59.92,65,82
2176,2162041,2023-08-30 09:04:15,0.39,219.32,211.03,273.18,266.13,26.71,32.97,32.49,1.0,1.0,1.0,59.94,65,82
2177,2162046,2023-08-30 09:04:30,0.35,177.7,211.62,235.13,230.75,21.55,28.16,28.29,1.01,1.01,1.0,59.96,65,82
2178,2162051,2023-08-30 09:04:45,0.33,177.81,211.64,234.61,229.57,21.57,28.1,28.15,1.01,1.01,1.0,59.97,65,82
2179,2162055,2023-08-30 09:05:00,0.33,178.2,211.71,234.68,236.8,21.62,28.12,29.04,1.01,1.01,1.0,60.02,65,82
2180,2162058,2023-08-30 09:05:15,0.33,178.13,211.75,234.16,229.42,21.61,28.06,28.14,1.01,1.01,1.0,60.04,65,82
2181,2162063,2023-08-30 09:05:30,0.33,180.57,211.92,234.28,230.65,21.94,28.09,28.31,1.01,1.01,1.0,60.02,65,82
2182,2162066,2023-08-30 09:05:45,0.33,182.93,211.74,238.97,230.09,22.17,28.68,28.22,1.01,1.01,1.0,60.04,65,82
2183,2162071,2023-08-30 09:06:00,0.33,187.45,211.8,232.16,227.57,22.75,27.92,27.91,1.01,1.01,1.0,60.03,65,82
2184,2162074,2023-08-30 09:06:15,0.33,186.93,211.79,231.81,228.2,22.7,27.86,27.98,1.01,1.01,1.0,60.04,65,82
2185,2162079,2023-08-30 09:06:30,0.33,184.11,213.8,225.73,228.36,22.58,27.35,28.25,1.01,1.01,1.0,59.99,65,82
2186,2162081,2023-08-30 09:06:45,0.32,183.66,213.9,225.2,225.94,22.53,27.29,27.97,1.01,1.01,1.0,60.02,65,82
2187,2162086,2023-08-30 09:07:00,0.33,184.27,213.87,225.6,226.04,22.6,27.33,27.99,1.01,1.01,1.0,60.04,65,82
2188,2162089,2023-08-30 09:07:15,0.33,183.54,214.27,225.4,226.23,22.55,27.36,28.07,1.01,1.01,1.0,60.05,65,82
2189,2162094,2023-08-30 09:07:30,0.33,183.57,214.28,225.17,225.38,22.55,27.34,27.96,1.01,1.01,1.0,60.02,65,82
2190,2162099,2023-08-30 09:07:45,0.33,183.52,214.22,225.3,226.0,22.55,27.33,28.03,1.01,1.01,1.0,60.03,65,82
2191,2162102,2023-08-30 09:08:00,0.33,183.7,214.22,225.11,225.63,22.57,27.32,27.98,1.01,1.01,1.0,60.02,65,82
2192,2162105,2023-08-30 09:08:15,0.34,185.95,213.99,243.03,239.63,22.86,29.4,29.7,1.01,1.02,1.0,60.0,65,82
2193,2162110,2023-08-30 09:08:30,0.34,186.34,214.11,245.8,241.31,22.92,29.76,29.92,1.01,1.02,1.0,60.01,65,82
2194,2162113,2023-08-30 09:08:45,0.34,186.95,214.12,244.31,240.53,22.99,29.59,29.83,1.01,1.01,1.0,60.03,65,82
2195,2162118,2023-08-30 09:09:00,0.34,189.79,214.15,251.83,247.7,23.36,30.48,30.68,1.01,1.02,1.0,60.0,65,82
2196,2162121,2023-08-30 09:09:15,0.35,185.68,214.21,250.7,245.99,22.84,30.33,30.5,1.01,1.02,1.0,60.0,65,82
2197,2162125,2023-08-30 09:09:30,0.35,183.42,214.01,250.07,245.46,22.49,30.21,30.42,1.01,1.02,1.0,60.03,65,82
2198,2162129,2023-08-30 09:09:45,0.35,183.31,214.1,250.4,245.34,22.49,30.26,30.42,1.01,1.02,1.0,60.06,65,82
2199,2162135,2023-08-30 09:10:00,0.35,202.73,214.0,250.72,247.2,24.98,30.32,30.63,1.0,1.02,1.0,60.03,65,82
2200,2162137,2023-08-30 09:10:15,0.35,184.16,214.07,250.47,245.68,22.61,30.27,30.45,1.01,1.02,1.0,60.03,65,82
2201,2162143,2023-08-30 09:10:30,0.35,186.47,213.95,250.45,246.34,22.92,30.24,30.52,1.01,1.02,1.0,60.0,65,82
2202,2162145,2023-08-30 09:10:45,0.35,185.8,214.1,250.26,245.97,22.84,30.24,30.5,1.01,1.02,1.0,60.02,65,82
2203,2162149,2023-08-30 09:11:00,0.35,185.86,213.96,250.22,245.74,22.84,30.22,30.45,1.01,1.02,1.0,59.99,65,82
2204,2162154,2023-08-30 09:11:15,0.35,185.72,213.94,250.06,245.2,22.81,30.2,30.38,1.01,1.02,1.0,59.98,65,82
2205,2162159,2023-08-30 09:11:30,0.39,226.34,213.6,287.42,281.36,27.91,35.12,34.65,1.0,1.0,0.99,60.03,65,82
2206,2162163,2023-08-30 09:11:45,0.41,230.45,213.65,287.03,281.26,28.43,35.08,34.64,1.0,1.0,0.99,60.02,65,82
2207,2162165,2023-08-30 09:12:00,0.41,230.84,213.51,282.88,276.28,28.46,34.56,34.04,1.0,1.0,0.99,60.0,65,82
2208,2162169,2023-08-30 09:12:15,0.41,233.2,213.54,281.98,278.46,28.76,34.46,34.35,1.0,1.0,1.0,60.04,65,82
2209,2162175,2023-08-30 09:12:30,0.4,228.85,213.47,277.53,278.19,28.21,33.89,34.3,1.0,1.0,1.0,60.0,65,82
2210,2162179,2023-08-30 09:12:45,0.4,228.68,213.55,277.04,278.82,28.2,33.84,34.38,1.0,1.0,1.0,59.95,65,82
2211,2162182,2023-08-30 09:13:00,0.4,228.49,213.76,277.19,278.55,28.2,33.9,34.38,1.0,1.0,1.0,59.98,65,82
2212,2162187,2023-08-30 09:13:15,0.41,233.78,213.65,277.55,286.56,28.8,33.92,35.39,1.0,1.0,1.0,59.95,65,82
2213,2162190,2023-08-30 09:13:30,0.41,233.94,213.62,277.8,286.7,28.81,33.95,35.41,1.0,1.0,1.0,59.97,65,82
2214,2162195,2023-08-30 09:13:45,0.41,233.76,213.69,277.83,287.02,28.8,33.95,35.47,1.0,1.0,1.0,60.01,65,82
2215,2162199,2023-08-30 09:14:00,0.41,232.17,213.64,277.93,286.81,28.62,33.96,35.42,1.0,1.0,1.0,59.95,65,82
2216,2162203,2023-08-30 09:14:15,0.42,254.02,213.65,301.1,313.29,31.19,36.85,38.53,0.99,1.0,0.99,60.0,65,82
2217,2162207,2023-08-30 09:14:30,0.44,253.96,213.54,301.15,313.62,31.17,36.84,38.55,0.99,1.0,0.99,59.98,65,82
2218,2162211,2023-08-30 09:14:45,0.45,258.14,213.59,302.32,315.14,31.66,37.0,38.75,0.99,1.0,0.99,60.01,65,82
2219,2162215,2023-08-30 09:15:00,0.38,213.98,213.82,252.2,268.79,26.39,30.72,33.27,1.0,1.01,1.0,60.01,65,82
2220,2162217,2023-08-30 09:15:15,0.38,210.96,214.08,251.15,269.4,26.06,30.63,33.41,1.0,1.01,1.0,59.96,65,82
2221,2162222,2023-08-30 09:15:30,0.38,209.81,214.91,253.88,273.86,26.03,31.11,34.08,1.0,1.01,1.0,59.99,65,82
2222,2162227,2023-08-30 09:15:45,0.38,209.79,214.97,254.24,280.06,26.03,31.18,34.86,1.0,1.01,1.0,60.01,65,82
2223,2162230,2023-08-30 09:16:00,0.38,212.23,214.84,255.0,279.57,26.31,31.25,34.78,1.0,1.01,1.0,59.98,65,82
2224,2162234,2023-08-30 09:16:15,0.39,211.91,214.75,255.2,280.04,26.26,31.26,34.83,1.0,1.01,1.0,59.99,65,82
2225,2162238,2023-08-30 09:16:30,0.39,209.71,214.78,256.09,280.3,25.99,31.36,34.87,1.0,1.01,1.0,60.03,65,82
2226,2162241,2023-08-30 09:16:45,0.38,209.96,214.84,255.47,279.81,26.04,31.3,34.81,1.0,1.01,1.0,59.97,65,82
2227,2162245,2023-08-30 09:17:00,0.38,210.13,214.76,255.94,280.11,26.05,31.35,34.83,1.0,1.01,1.0,59.99,65,82
2228,2162251,2023-08-30 09:17:15,0.39,224.73,214.88,268.84,295.93,27.84,32.88,36.77,1.0,1.01,1.0,60.0,65,82
2229,2162255,2023-08-30 09:17:30,0.38,212.51,214.77,256.04,265.49,26.34,31.37,33.02,1.0,1.01,1.0,60.0,65,82
2230,2162258,2023-08-30 09:17:45,0.38,212.18,214.64,255.79,266.1,26.28,31.32,33.08,1.0,1.01,1.0,60.02,65,82
2231,2162261,2023-08-30 09:18:00,0.37,196.94,214.83,228.26,240.35,24.35,27.8,29.84,1.0,1.01,1.0,60.0,65,82
2232,2162267,2023-08-30 09:18:15,0.34,197.26,214.99,227.0,243.07,24.41,27.67,30.2,1.0,1.01,1.0,60.03,65,82
2233,2162270,2023-08-30 09:18:30,0.34,200.0,214.95,226.88,243.05,24.74,27.66,30.19,1.0,1.01,1.0,59.97,65,82
2234,2162274,2023-08-30 09:18:45,0.35,219.62,214.86,236.69,243.76,27.16,29.0,30.27,1.0,1.01,1.0,60.0,65,82
2235,2162279,2023-08-30 09:19:00,0.36,219.56,215.03,238.07,244.13,27.18,29.2,30.34,1.0,1.01,1.0,60.0,65,82
2236,2162283,2023-08-30 09:19:15,0.36,219.92,214.86,238.28,244.36,27.2,29.2,30.33,1.0,1.01,1.0,60.0,65,82
2237,2162286,2023-08-30 09:19:30,0.36,219.44,214.77,238.5,244.25,27.14,29.22,30.31,1.0,1.01,1.0,59.94,65,82
2238,2162291,2023-08-30 09:19:45,0.36,216.96,214.74,237.96,244.31,26.8,29.14,30.31,1.01,1.01,1.0,59.98,65,82
2239,2162293,2023-08-30 09:20:00,0.36,216.94,214.9,237.91,241.43,26.81,29.15,29.97,1.01,1.01,1.0,60.02,65,82
2240,2162298,2023-08-30 09:20:15,0.36,232.31,214.88,257.06,255.39,28.64,31.4,31.62,1.01,1.01,1.01,60.01,65,82
2241,2162303,2023-08-30 09:20:30,0.36,215.24,214.93,238.9,233.54,26.57,29.29,29.01,1.01,1.01,1.0,59.99,65,82
2242,2162305,2023-08-30 09:20:45,0.36,222.79,214.68,239.39,237.4,27.49,29.32,29.44,1.01,1.01,1.0,59.97,65,82
2243,2162310,2023-08-30 09:21:00,0.36,221.03,214.89,238.82,238.07,27.28,29.27,29.55,1.01,1.01,1.0,59.99,65,82
2244,2162314,2023-08-30 09:21:15,0.36,220.73,214.72,245.62,243.18,27.22,30.06,30.19,1.01,1.01,1.0,59.97,65,82
