,id,dtm,value,corriente_1,voltaje,corriente_2,corriente_3,potencia_1,potencia_2,potencia_3,FP_1,FP_2,FP_3,frecuencia,building_id,sensor_id
0,2153366,2023-08-30 00:00:15,0.07,71.22,219.99,72.07,93.85,4.77,3.4,7.23,1.47,1.63,1.4,60.04,65,82
1,2153371,2023-08-30 00:00:30,0.06,70.6,220.41,71.95,89.59,4.3,3.43,6.82,1.52,1.62,1.4,59.97,65,82
2,2153374,2023-08-30 00:00:45,0.06,70.55,220.28,71.98,89.46,4.27,3.44,6.8,1.53,1.62,1.4,59.97,65,82
3,2153379,2023-08-30 00:01:00,0.06,70.58,220.17,71.93,89.7,4.28,3.42,6.83,1.52,1.62,1.4,59.97,65,82
4,2153382,2023-08-30 00:01:15,0.06,70.68,220.36,72.0,89.42,4.26,3.44,6.79,1.53,1.62,1.41,60.0,65,82
5,2153387,2023-08-30 00:01:30,0.06,70.8,220.52,72.24,90.21,4.3,3.45,6.92,1.52,1.62,1.4,60.04,65,82
6,2153390,2023-08-30 00:01:45,0.06,69.78,220.4,71.96,89.83,4.61,3.47,6.85,1.48,1.62,1.4,60.0,65,82
7,2153396,2023-08-30 00:02:00,0.06,69.66,220.49,72.0,89.77,4.54,3.47,6.83,1.49,1.62,1.41,60.04,65,82
8,2153400,2023-08-30 00:02:15,0.06,70.68,220.77,72.19,90.04,4.29,3.47,6.9,1.53,1.62,1.4,59.98,65,82
9,2153402,2023-08-30 00:02:30,0.06,70.8,220.62,72.06,89.85,4.29,3.46,6.87,1.53,1.62,1.4,60.0,65,82
10,2153406,2023-08-30 00:02:45,0.06,70.74,220.93,71.98,89.78,4.29,3.44,6.87,1.53,1.62,1.4,59.99,65,82
11,2153410,2023-08-30 00:03:00,0.06,70.84,220.72,72.1,89.82,4.29,3.47,6.87,1.53,1.62,1.4,60.01,65,82
12,2153414,2023-08-30 00:03:15,0.06,73.22,220.63,71.59,89.91,4.88,3.45,6.87,1.48,1.62,1.4,60.02,65,82
13,2153419,2023-08-30 00:03:30,0.07,74.02,220.04,71.77,94.51,5.39,3.45,7.33,1.43,1.62,1.39,60.02,65,82
14,2153424,2023-08-30 00:03:45,0.07,74.08,220.3,71.83,95.05,5.44,3.48,7.43,1.42,1.62,1.39,60.01,65,82
15,2153428,2023-08-30 00:04:00,0.07,74.21,220.42,71.89,94.58,5.45,3.51,7.39,1.43,1.61,1.39,59.99,65,82
16,2153430,2023-08-30 00:04:15,0.07,74.02,220.13,71.71,94.4,5.38,3.46,7.34,1.43,1.62,1.39,60.03,65,82
17,2153436,2023-08-30 00:04:30,0.07,74.1,220.4,71.85,94.27,5.39,3.47,7.3,1.43,1.62,1.39,60.04,65,82
18,2153438,2023-08-30 00:04:45,0.07,74.18,220.1,71.72,94.27,5.4,3.47,7.31,1.43,1.62,1.39,60.02,65,82
19,2153442,2023-08-30 00:05:00,0.07,71.63,220.89,71.84,93.89,4.85,3.48,7.32,1.47,1.62,1.39,59.99,65,82
20,2153446,2023-08-30 00:05:15,0.07,71.53,220.53,71.98,93.95,4.82,3.48,7.31,1.47,1.62,1.39,59.98,65,82
21,2153452,2023-08-30 00:05:30,0.07,71.76,220.2,71.82,93.98,4.88,3.48,7.32,1.47,1.62,1.39,59.96,65,82
22,2153455,2023-08-30 00:05:45,0.07,72.09,220.14,71.82,93.9,4.91,3.46,7.28,1.47,1.62,1.39,59.99,65,82
23,2153460,2023-08-30 00:06:00,0.07,71.99,220.45,71.35,93.82,4.95,3.49,7.29,1.46,1.61,1.39,59.99,65,82
24,2153462,2023-08-30 00:06:15,0.07,71.83,220.01,71.74,93.8,4.87,3.47,7.27,1.47,1.62,1.39,59.96,65,82
25,2153468,2023-08-30 00:06:30,0.06,78.96,220.39,72.3,86.82,3.8,3.51,6.22,1.62,1.62,1.44,60.0,65,82
26,2153472,2023-08-30 00:06:45,0.05,79.21,219.94,71.84,84.22,3.81,3.48,5.42,1.62,1.62,1.5,59.98,65,82
27,2153474,2023-08-30 00:07:00,0.05,79.09,220.3,71.92,84.23,3.79,3.5,5.44,1.62,1.61,1.5,59.98,65,82
28,2153479,2023-08-30 00:07:15,0.05,79.42,220.54,72.08,84.43,3.8,3.49,5.44,1.63,1.62,1.5,60.05,65,82
29,2153484,2023-08-30 00:07:30,0.05,79.15,219.86,71.66,83.94,3.79,3.49,5.4,1.62,1.61,1.5,59.94,65,82
30,2153487,2023-08-30 00:07:45,0.05,79.2,220.23,71.96,84.28,3.81,3.51,5.46,1.62,1.61,1.49,59.98,65,82
31,2153492,2023-08-30 00:08:00,0.05,79.18,220.42,71.93,84.2,3.79,3.49,5.44,1.63,1.62,1.5,59.99,65,82
32,2153496,2023-08-30 00:08:15,0.05,79.38,220.59,72.02,84.34,3.83,3.51,5.46,1.62,1.61,1.49,60.01,65,82
33,2153498,2023-08-30 00:08:30,0.05,79.26,220.32,71.84,80.2,3.26,3.47,4.97,1.68,1.62,1.51,60.0,65,82
34,2153502,2023-08-30 00:08:45,0.05,75.66,220.51,72.64,80.57,2.77,2.94,5.04,1.71,1.68,1.51,60.02,65,82
35,2153506,2023-08-30 00:09:00,0.04,75.63,220.36,72.44,80.23,2.76,2.92,4.98,1.71,1.68,1.51,59.99,65,82
36,2153511,2023-08-30 00:09:15,0.04,75.77,220.67,72.65,80.47,2.78,2.96,5.02,1.71,1.68,1.51,60.03,65,82
37,2153515,2023-08-30 00:09:30,0.04,75.63,220.61,72.55,80.26,2.75,2.94,4.99,1.72,1.68,1.51,60.01,65,82
38,2153518,2023-08-30 00:09:45,0.04,75.57,220.77,72.57,80.33,2.76,2.97,5.02,1.71,1.68,1.51,59.99,65,82
39,2153522,2023-08-30 00:10:00,0.04,75.71,220.92,72.65,80.53,2.75,2.95,5.03,1.72,1.68,1.51,60.04,65,82
40,2153527,2023-08-30 00:10:15,0.04,75.61,221.17,72.65,80.86,2.77,2.94,5.09,1.71,1.68,1.51,60.02,65,82
41,2153530,2023-08-30 00:10:30,0.05,75.84,221.36,70.65,80.78,2.8,3.48,5.1,1.71,1.61,1.51,60.06,65,82
42,2153534,2023-08-30 00:10:45,0.05,75.84,221.39,70.6,80.47,2.81,3.49,5.05,1.71,1.61,1.51,60.03,65,82
43,2153539,2023-08-30 00:11:00,0.05,75.59,221.15,70.27,80.23,2.8,3.44,5.05,1.71,1.61,1.51,59.94,65,82
44,2153544,2023-08-30 00:11:15,0.05,75.63,221.21,70.21,80.27,2.78,3.42,5.03,1.71,1.62,1.51,59.99,65,82
45,2153548,2023-08-30 00:11:30,0.05,75.54,221.4,70.25,83.82,3.29,3.43,5.45,1.66,1.61,1.49,59.99,65,82
46,2153552,2023-08-30 00:11:45,0.06,88.33,221.32,61.51,84.55,6.61,5.05,5.53,1.42,1.35,1.49,59.98,65,82
47,2153556,2023-08-30 00:12:00,0.05,73.87,220.61,69.87,85.86,3.57,3.43,5.7,1.62,1.61,1.48,59.94,65,82
48,2153560,2023-08-30 00:12:15,0.05,74.05,220.66,70.08,86.15,3.56,3.44,5.73,1.62,1.61,1.48,60.01,65,82
49,2153563,2023-08-30 00:12:30,0.05,74.18,220.77,70.23,85.91,3.56,3.47,5.68,1.62,1.61,1.48,60.02,65,82
50,2153566,2023-08-30 00:12:45,0.05,74.15,220.37,69.99,85.91,3.58,3.45,5.68,1.62,1.61,1.48,60.01,65,82
51,2153570,2023-08-30 00:13:00,0.05,74.08,220.79,70.09,85.72,3.54,3.46,5.66,1.63,1.61,1.49,60.0,65,82
52,2153575,2023-08-30 00:13:15,0.06,66.87,220.39,69.93,95.61,4.93,3.42,7.56,1.42,1.61,1.38,60.02,65,82
53,2153578,2023-08-30 00:13:30,0.07,66.44,220.5,69.71,94.63,4.77,3.5,7.45,1.44,1.6,1.39,59.98,65,82
54,2153583,2023-08-30 00:13:45,0.07,67.92,220.66,69.79,94.15,4.55,3.47,7.39,1.48,1.61,1.39,59.96,65,82
55,2153587,2023-08-30 00:14:00,0.06,68.03,221.04,69.96,93.6,4.46,3.47,7.29,1.49,1.61,1.39,60.03,65,82
56,2153592,2023-08-30 00:14:15,0.06,67.96,221.04,70.03,93.8,4.47,3.46,7.31,1.49,1.61,1.39,60.03,65,82
57,2153596,2023-08-30 00:14:30,0.06,68.06,221.04,69.99,93.93,4.5,3.46,7.34,1.48,1.61,1.39,60.02,65,82
58,2153599,2023-08-30 00:14:45,0.06,67.8,220.74,72.3,94.11,4.45,3.0,7.36,1.49,1.67,1.39,59.98,65,82
59,2153603,2023-08-30 00:15:00,0.06,67.91,220.95,72.34,94.27,4.48,3.0,7.35,1.48,1.67,1.39,60.04,65,82
60,2153606,2023-08-30 00:15:15,0.06,67.74,220.39,72.12,93.96,4.44,2.98,7.31,1.49,1.67,1.39,59.98,65,82
61,2153611,2023-08-30 00:15:30,0.06,67.73,220.41,72.19,94.26,4.47,2.99,7.36,1.48,1.67,1.39,59.98,65,82
62,2153615,2023-08-30 00:15:45,0.06,67.66,220.66,72.22,94.31,4.44,2.98,7.38,1.49,1.67,1.39,59.98,65,82
63,2153620,2023-08-30 00:16:00,0.07,67.7,221.32,72.26,93.96,4.45,2.98,7.35,1.49,1.67,1.39,59.97,65,82
64,2153624,2023-08-30 00:16:15,0.06,67.9,220.84,72.36,94.21,4.46,3.0,7.34,1.49,1.67,1.39,60.04,65,82
65,2153626,2023-08-30 00:16:30,0.06,67.78,221.02,72.22,94.23,4.46,2.98,7.38,1.49,1.67,1.39,60.0,65,82
66,2153630,2023-08-30 00:16:45,0.06,67.1,220.11,71.99,90.25,3.95,2.97,6.94,1.54,1.67,1.4,59.97,65,82
67,2153635,2023-08-30 00:17:00,0.06,67.2,220.15,72.05,89.93,3.95,2.97,6.88,1.54,1.67,1.4,59.99,65,82
68,2153640,2023-08-30 00:17:15,0.06,67.42,221.0,72.31,90.06,3.98,2.99,6.89,1.54,1.67,1.4,60.05,65,82
69,2153643,2023-08-30 00:17:30,0.06,67.21,220.41,72.03,89.86,3.98,2.98,6.89,1.54,1.67,1.4,59.96,65,82
70,2153648,2023-08-30 00:17:45,0.06,67.35,220.55,72.17,89.92,3.95,2.97,6.85,1.54,1.67,1.4,60.05,65,82
71,2153651,2023-08-30 00:18:00,0.06,67.17,220.17,72.03,89.82,3.95,2.98,6.87,1.54,1.67,1.4,59.97,65,82
72,2153656,2023-08-30 00:18:15,0.06,66.94,219.73,72.01,89.84,3.91,2.97,6.85,1.54,1.67,1.4,59.97,65,82
73,2153660,2023-08-30 00:18:30,0.06,67.19,220.69,72.26,89.83,3.95,3.01,6.88,1.54,1.67,1.4,59.99,65,82
74,2153662,2023-08-30 00:18:45,0.06,67.11,220.37,72.26,91.86,3.96,3.0,7.31,1.54,1.67,1.38,59.97,65,82
75,2153668,2023-08-30 00:19:00,0.06,67.06,220.64,72.2,91.93,3.94,2.97,7.33,1.54,1.67,1.38,59.98,65,82
76,2153672,2023-08-30 00:19:15,0.06,67.27,220.54,72.41,92.35,3.99,3.0,7.37,1.54,1.67,1.38,60.03,65,82
77,2153674,2023-08-30 00:19:30,0.06,67.04,220.34,72.18,92.09,3.97,3.0,7.36,1.54,1.67,1.37,59.94,65,82
78,2153680,2023-08-30 00:19:45,0.06,63.93,220.48,72.96,96.71,4.06,2.52,7.86,1.5,1.73,1.36,59.98,65,82
79,2153684,2023-08-30 00:20:00,0.06,63.97,220.6,72.92,96.68,4.07,2.49,7.84,1.5,1.73,1.37,60.01,65,82
80,2153687,2023-08-30 00:20:15,0.06,63.87,220.74,72.79,94.33,4.04,2.5,7.4,1.5,1.73,1.39,59.96,65,82
81,2153692,2023-08-30 00:20:30,0.06,63.81,220.67,72.75,94.06,3.99,2.47,7.33,1.51,1.73,1.39,59.98,65,82
82,2153696,2023-08-30 00:20:45,0.06,63.9,220.41,72.88,94.3,4.02,2.5,7.36,1.51,1.73,1.39,60.0,65,82
83,2153700,2023-08-30 00:21:00,0.06,63.85,220.65,72.79,94.04,4.01,2.48,7.33,1.51,1.73,1.39,59.96,65,82
84,2153703,2023-08-30 00:21:15,0.06,63.78,220.51,72.86,94.08,3.98,2.49,7.34,1.51,1.73,1.39,59.97,65,82
85,2153706,2023-08-30 00:21:30,0.06,63.94,220.51,72.88,94.36,4.02,2.49,7.38,1.51,1.73,1.39,59.99,65,82
86,2153711,2023-08-30 00:21:45,0.06,63.95,220.69,73.96,94.31,3.97,2.37,7.33,1.51,1.75,1.39,60.06,65,82
87,2153715,2023-08-30 00:22:00,0.06,63.81,220.51,73.75,93.99,3.96,2.37,7.3,1.51,1.75,1.39,60.0,65,82
88,2153720,2023-08-30 00:22:15,0.06,63.9,220.7,73.83,94.21,3.97,2.36,7.33,1.51,1.75,1.39,60.04,65,82
89,2153722,2023-08-30 00:22:30,0.06,63.75,220.6,73.74,94.16,3.98,2.37,7.35,1.51,1.75,1.39,59.96,65,82
90,2153727,2023-08-30 00:22:45,0.06,67.96,220.69,73.05,94.15,4.46,2.88,7.31,1.49,1.69,1.39,60.05,65,82
91,2153732,2023-08-30 00:23:00,0.06,67.78,220.82,73.12,94.24,4.44,2.85,7.33,1.49,1.69,1.39,60.04,65,82
92,2153736,2023-08-30 00:23:15,0.06,67.61,220.57,73.03,94.1,4.43,2.84,7.31,1.49,1.69,1.39,60.01,65,82
93,2153739,2023-08-30 00:23:30,0.06,67.67,220.5,73.08,94.18,4.45,2.86,7.33,1.49,1.69,1.39,60.01,65,82
94,2153744,2023-08-30 00:23:45,0.06,67.58,220.61,73.09,94.16,4.42,2.83,7.32,1.49,1.69,1.39,60.03,65,82
95,2153747,2023-08-30 00:24:00,0.06,67.45,220.71,73.01,93.99,4.4,2.84,7.31,1.49,1.69,1.39,59.99,65,82
96,2153752,2023-08-30 00:24:15,0.06,67.62,220.38,72.95,94.31,4.46,2.86,7.37,1.48,1.69,1.39,59.97,65,82
97,2153756,2023-08-30 00:24:30,0.06,67.66,220.04,72.82,94.1,4.45,2.85,7.32,1.48,1.69,1.39,59.99,65,82
98,2153758,2023-08-30 00:24:45,0.06,70.15,220.24,72.63,90.1,4.3,3.25,6.9,1.52,1.65,1.4,60.0,65,82
99,2153763,2023-08-30 00:25:00,0.06,71.17,220.65,72.53,90.22,4.44,3.4,6.93,1.51,1.63,1.4,60.0,65,82
100,2153768,2023-08-30 00:25:15,0.06,71.36,220.56,72.52,90.04,4.45,3.41,6.89,1.51,1.63,1.4,60.03,65,82
101,2153771,2023-08-30 00:25:30,0.06,70.91,220.37,72.53,90.11,4.4,3.34,6.91,1.51,1.64,1.4,60.0,65,82
102,2153774,2023-08-30 00:25:45,0.06,70.58,220.49,72.63,90.13,4.34,3.28,6.9,1.52,1.64,1.4,60.04,65,82
103,2153780,2023-08-30 00:26:00,0.06,70.47,220.39,72.63,90.23,4.34,3.29,6.93,1.52,1.64,1.4,60.0,65,82
104,2153783,2023-08-30 00:26:15,0.06,70.34,220.54,72.68,90.13,4.32,3.28,6.91,1.52,1.64,1.4,60.0,65,82
105,2153786,2023-08-30 00:26:30,0.06,70.31,220.4,72.58,90.06,4.31,3.26,6.9,1.52,1.64,1.4,60.0,65,82
106,2153792,2023-08-30 00:26:45,0.06,70.46,220.54,72.67,90.03,4.28,3.27,6.9,1.52,1.64,1.4,60.01,65,82
107,2153796,2023-08-30 00:27:00,0.06,70.47,220.75,72.78,90.07,4.28,3.28,6.9,1.53,1.64,1.4,60.03,65,82
108,2153800,2023-08-30 00:27:15,0.06,70.34,220.62,72.73,90.11,4.26,3.28,6.91,1.53,1.64,1.4,60.0,65,82
109,2153802,2023-08-30 00:27:30,0.06,72.4,220.4,72.49,90.02,4.75,3.27,6.86,1.49,1.64,1.4,60.01,65,82
110,2153807,2023-08-30 00:27:45,0.07,73.31,220.48,72.47,94.18,5.3,3.32,7.34,1.43,1.64,1.39,59.97,65,82
111,2153810,2023-08-30 00:28:00,0.07,73.45,220.6,72.59,94.5,5.32,3.31,7.34,1.43,1.64,1.39,60.04,65,82
112,2153816,2023-08-30 00:28:15,0.07,73.22,220.65,72.55,94.46,5.29,3.31,7.36,1.43,1.64,1.39,60.0,65,82
113,2153820,2023-08-30 00:28:30,0.07,73.05,220.48,72.53,94.58,5.27,3.3,7.38,1.43,1.64,1.39,60.0,65,82
114,2153823,2023-08-30 00:28:45,0.07,73.56,220.51,72.45,94.66,5.37,3.32,7.42,1.43,1.64,1.39,59.96,65,82
115,2153826,2023-08-30 00:29:00,0.07,73.64,220.44,72.56,94.79,5.36,3.35,7.47,1.43,1.63,1.38,60.0,65,82
116,2153830,2023-08-30 00:29:15,0.07,72.9,220.77,72.65,94.62,5.17,3.34,7.45,1.45,1.64,1.39,60.02,65,82
117,2153835,2023-08-30 00:29:30,0.06,71.39,220.78,72.73,94.35,4.83,3.35,7.44,1.47,1.64,1.38,59.99,65,82
118,2153839,2023-08-30 00:29:45,0.07,71.52,220.54,72.64,94.31,4.83,3.33,7.4,1.47,1.64,1.39,60.02,65,82
119,2153844,2023-08-30 00:30:00,0.07,71.65,220.6,72.79,94.38,4.85,3.37,7.42,1.47,1.63,1.39,60.03,65,82
120,2153847,2023-08-30 00:30:15,0.07,71.7,220.81,72.77,94.5,4.86,3.35,7.43,1.47,1.64,1.39,60.03,65,82
121,2153850,2023-08-30 00:30:30,0.07,71.71,221.29,72.89,94.18,4.85,3.38,7.4,1.47,1.63,1.39,60.04,65,82
122,2153856,2023-08-30 00:30:45,0.07,70.57,221.11,72.59,94.31,5.12,3.36,7.43,1.43,1.63,1.39,60.01,65,82
123,2153860,2023-08-30 00:31:00,0.07,70.73,221.21,72.62,94.49,5.23,3.39,7.47,1.42,1.63,1.38,59.99,65,82
124,2153864,2023-08-30 00:31:15,0.07,71.69,221.02,72.69,94.4,4.98,3.39,7.45,1.46,1.63,1.38,60.0,65,82
125,2153868,2023-08-30 00:31:30,0.07,71.76,220.83,72.57,94.32,4.99,3.37,7.43,1.46,1.63,1.39,59.98,65,82
126,2153871,2023-08-30 00:31:45,0.07,71.79,221.24,72.71,94.13,4.97,3.4,7.41,1.46,1.63,1.39,60.0,65,82
127,2153875,2023-08-30 00:32:00,0.07,71.58,221.14,72.65,94.15,4.95,3.39,7.43,1.46,1.63,1.39,59.98,65,82
128,2153880,2023-08-30 00:32:15,0.07,71.95,221.14,72.84,94.34,4.98,3.4,7.42,1.46,1.63,1.39,60.04,65,82
129,2153884,2023-08-30 00:32:30,0.07,71.43,221.27,72.97,94.52,4.99,3.44,7.52,1.45,1.63,1.38,60.02,65,82
130,2153888,2023-08-30 00:32:45,0.07,71.36,221.13,72.72,94.49,4.98,3.4,7.51,1.45,1.63,1.38,60.01,65,82
131,2153891,2023-08-30 00:33:00,0.07,71.64,221.08,72.62,94.53,5.14,3.39,7.52,1.44,1.63,1.38,60.0,65,82
132,2153896,2023-08-30 00:33:15,0.07,71.54,220.91,72.53,94.58,5.13,3.4,7.54,1.44,1.63,1.38,59.98,65,82
133,2153899,2023-08-30 00:33:30,0.06,71.24,220.89,72.61,90.23,4.62,3.41,7.01,1.49,1.63,1.39,59.98,65,82
134,2153904,2023-08-30 00:33:45,0.06,71.36,221.15,72.77,90.25,4.6,3.41,7.0,1.5,1.63,1.4,60.03,65,82
135,2153908,2023-08-30 00:34:00,0.05,78.87,221.34,72.62,81.12,3.48,3.38,5.06,1.66,1.63,1.51,59.99,65,82
136,2153912,2023-08-30 00:34:15,0.05,79.11,221.37,72.75,81.52,3.53,3.4,5.11,1.65,1.63,1.51,60.02,65,82
137,2153915,2023-08-30 00:34:30,0.05,78.97,221.33,72.66,81.09,3.49,3.38,5.03,1.65,1.63,1.52,59.99,65,82
138,2153920,2023-08-30 00:34:45,0.05,78.94,221.27,72.53,80.89,3.5,3.38,5.01,1.65,1.63,1.52,59.97,65,82
139,2153923,2023-08-30 00:35:00,0.05,79.08,221.34,72.63,81.23,3.55,3.41,5.1,1.65,1.63,1.51,59.98,65,82
140,2153927,2023-08-30 00:35:15,0.05,79.22,221.23,70.7,80.73,3.56,3.93,5.03,1.65,1.56,1.51,59.98,65,82
141,2153932,2023-08-30 00:35:30,0.05,79.15,221.36,70.56,80.82,3.54,3.88,5.04,1.65,1.57,1.51,59.98,65,82
142,2153934,2023-08-30 00:35:45,0.05,79.13,221.29,70.63,81.16,3.56,3.91,5.13,1.65,1.56,1.51,59.98,65,82
143,2153938,2023-08-30 00:36:00,0.05,79.19,221.29,70.51,80.8,3.53,3.88,5.04,1.65,1.57,1.51,59.99,65,82
144,2153943,2023-08-30 00:36:15,0.05,79.15,221.36,70.44,80.55,3.53,3.88,4.99,1.65,1.57,1.52,59.97,65,82
145,2153948,2023-08-30 00:36:30,0.06,79.34,221.41,70.59,84.91,4.09,3.9,5.49,1.6,1.56,1.5,60.02,65,82
146,2153951,2023-08-30 00:36:45,0.06,79.32,221.29,70.55,85.14,4.14,3.9,5.55,1.59,1.56,1.49,59.98,65,82
147,2153956,2023-08-30 00:37:00,0.06,79.41,221.38,70.57,84.79,4.09,3.9,5.45,1.6,1.56,1.5,60.03,65,82
148,2153960,2023-08-30 00:37:15,0.06,79.23,221.1,70.42,84.77,4.09,3.89,5.47,1.6,1.56,1.5,59.97,65,82
149,2153963,2023-08-30 00:37:30,0.06,79.26,221.27,70.32,84.73,4.09,3.87,5.47,1.6,1.57,1.5,59.97,65,82
150,2153966,2023-08-30 00:37:45,0.06,79.22,221.32,70.54,84.74,4.05,3.89,5.46,1.6,1.56,1.5,60.0,65,82
151,2153970,2023-08-30 00:38:00,0.06,79.38,221.49,70.59,84.63,4.07,3.91,5.45,1.6,1.56,1.5,59.99,65,82
152,2153974,2023-08-30 00:38:15,0.06,79.32,221.35,70.42,84.28,4.05,3.88,5.38,1.6,1.57,1.5,59.98,65,82
153,2153978,2023-08-30 00:38:30,0.06,79.12,221.39,70.46,84.33,4.0,3.87,5.39,1.61,1.57,1.5,59.98,65,82
154,2153982,2023-08-30 00:38:45,0.06,79.41,221.43,70.66,84.71,4.06,3.9,5.45,1.6,1.56,1.5,60.02,65,82
155,2153987,2023-08-30 00:39:00,0.06,76.52,221.53,70.68,86.5,4.22,3.88,5.97,1.57,1.57,1.46,60.05,65,82
156,2153991,2023-08-30 00:39:15,0.06,77.8,221.33,72.61,86.07,4.16,3.39,5.75,1.58,1.63,1.48,60.02,65,82
157,2153994,2023-08-30 00:39:30,0.06,74.25,221.3,73.14,85.99,3.71,2.94,5.74,1.61,1.68,1.48,60.01,65,82
158,2153999,2023-08-30 00:39:45,0.05,74.33,221.26,73.1,86.02,3.71,2.9,5.72,1.61,1.69,1.48,60.05,65,82
159,2154002,2023-08-30 00:40:00,0.05,74.34,221.31,73.12,86.15,3.74,2.94,5.77,1.61,1.68,1.48,60.02,65,82
160,2154008,2023-08-30 00:40:15,0.05,65.39,221.09,73.11,110.99,5.11,2.92,10.39,1.39,1.69,1.27,59.97,65,82
161,2154012,2023-08-30 00:40:30,0.06,67.8,221.2,72.95,95.63,4.82,2.89,7.63,1.45,1.69,1.38,59.98,65,82
162,2154014,2023-08-30 00:40:45,0.06,67.42,221.27,73.06,90.39,4.19,2.93,7.04,1.51,1.68,1.39,59.97,65,82
163,2154019,2023-08-30 00:41:00,0.06,67.6,221.26,73.24,90.81,4.18,2.92,7.07,1.52,1.69,1.39,60.06,65,82
164,2154024,2023-08-30 00:41:15,0.06,67.49,221.24,72.99,89.79,4.09,2.91,6.95,1.53,1.69,1.4,59.96,65,82
165,2154027,2023-08-30 00:41:30,0.06,63.38,221.26,74.13,90.33,3.62,2.37,7.01,1.55,1.75,1.4,60.03,65,82
166,2154032,2023-08-30 00:41:45,0.05,63.32,221.48,74.16,89.93,3.58,2.38,6.96,1.56,1.75,1.4,60.0,65,82
167,2154036,2023-08-30 00:42:00,0.05,63.28,221.36,74.0,89.97,3.6,2.36,6.95,1.56,1.75,1.4,59.99,65,82
168,2154040,2023-08-30 00:42:15,0.05,63.62,221.3,74.07,90.16,3.64,2.36,6.98,1.55,1.75,1.4,60.03,65,82
169,2154044,2023-08-30 00:42:30,0.06,66.75,221.43,73.32,90.04,4.04,2.82,6.98,1.53,1.7,1.4,59.98,65,82
170,2154047,2023-08-30 00:42:45,0.06,67.17,221.48,73.31,90.44,4.1,2.89,7.13,1.52,1.69,1.39,60.03,65,82
171,2154052,2023-08-30 00:43:00,0.06,66.8,221.29,73.28,89.62,4.03,2.81,6.96,1.53,1.7,1.4,60.0,65,82
172,2154055,2023-08-30 00:43:15,0.06,66.48,221.3,73.22,89.81,4.11,2.82,7.01,1.52,1.7,1.39,59.95,65,82
173,2154060,2023-08-30 00:43:30,0.06,65.39,221.33,73.1,90.23,4.39,2.79,7.06,1.48,1.7,1.39,60.0,65,82
174,2154062,2023-08-30 00:43:45,0.06,65.79,221.44,73.17,94.14,4.81,2.8,7.49,1.43,1.7,1.38,59.97,65,82
175,2154067,2023-08-30 00:44:00,0.06,67.56,221.47,71.97,94.48,4.68,3.46,7.52,1.46,1.62,1.38,60.04,65,82
176,2154072,2023-08-30 00:44:15,0.07,67.26,221.36,70.96,94.22,4.64,3.2,7.5,1.46,1.64,1.38,59.98,65,82
177,2154074,2023-08-30 00:44:30,0.07,72.08,221.58,70.68,94.28,5.22,3.78,7.51,1.44,1.58,1.38,60.02,65,82
178,2154080,2023-08-30 00:44:45,0.07,71.98,221.38,70.44,94.06,5.2,3.77,7.48,1.44,1.58,1.38,59.99,65,82
179,2154083,2023-08-30 00:45:00,0.07,71.89,221.49,70.5,94.3,5.19,3.75,7.51,1.44,1.58,1.38,60.01,65,82
180,2154088,2023-08-30 00:45:15,0.07,71.43,221.41,70.63,93.8,5.1,3.72,7.42,1.44,1.58,1.38,60.03,65,82
181,2154092,2023-08-30 00:45:30,0.07,71.32,220.7,70.37,93.97,5.1,3.69,7.46,1.44,1.58,1.38,59.96,65,82
182,2154094,2023-08-30 00:45:45,0.07,71.13,220.5,70.47,93.97,5.12,3.68,7.47,1.44,1.59,1.38,60.03,65,82
183,2154099,2023-08-30 00:46:00,0.07,71.1,220.77,70.51,94.24,5.15,3.7,7.53,1.43,1.58,1.38,60.01,65,82
184,2154102,2023-08-30 00:46:15,0.07,71.14,220.35,70.51,93.9,5.13,3.7,7.58,1.44,1.58,1.37,60.04,65,82
185,2154107,2023-08-30 00:46:30,0.07,71.1,220.55,70.43,93.82,5.16,3.73,7.62,1.43,1.58,1.37,59.96,65,82
186,2154112,2023-08-30 00:46:45,0.07,71.0,220.33,70.52,93.73,5.12,3.73,7.59,1.43,1.58,1.37,59.97,65,82
187,2154116,2023-08-30 00:47:00,0.07,70.99,220.7,70.56,93.67,5.12,3.73,7.58,1.44,1.58,1.37,59.98,65,82
188,2154119,2023-08-30 00:47:15,0.07,71.86,220.68,70.53,93.69,5.17,3.72,7.53,1.44,1.58,1.37,60.02,65,82
189,2154123,2023-08-30 00:47:30,0.07,71.78,221.01,70.54,93.74,5.16,3.73,7.55,1.44,1.58,1.37,60.02,65,82
190,2154127,2023-08-30 00:47:45,0.07,71.69,220.88,70.57,93.44,5.14,3.73,7.48,1.44,1.58,1.38,60.0,65,82
191,2154130,2023-08-30 00:48:00,0.07,71.71,221.15,70.55,93.48,5.14,3.74,7.5,1.44,1.58,1.37,60.01,65,82
192,2154136,2023-08-30 00:48:15,0.07,71.74,220.6,70.52,93.54,5.14,3.73,7.48,1.44,1.58,1.38,60.02,65,82
193,2154140,2023-08-30 00:48:30,0.07,71.8,220.62,70.54,93.83,5.18,3.77,7.55,1.43,1.58,1.37,59.95,65,82
194,2154142,2023-08-30 00:48:45,0.07,71.76,221.02,70.66,93.73,5.15,3.77,7.53,1.44,1.58,1.37,60.01,65,82
195,2154147,2023-08-30 00:49:00,0.07,71.67,220.33,70.31,93.62,5.16,3.75,7.51,1.44,1.58,1.37,59.95,65,82
